success,status_code,elapsed_ms,error
True,200,5.52,
True,200,5.29,
True,200,7.64,
True,200,7.72,
True,200,7.69,
True,200,14.13,
True,200,7.64,
True,200,7.61,
True,200,14.28,
True,200,7.48,
True,200,7.40,
True,200,7.84,
True,200,8.08,
True,200,7.93,
True,200,7.00,
True,200,13.18,
True,200,4.44,
True,200,4.69,
True,200,7.22,
True,200,7.25,
True,200,7.20,
True,200,4.82,
True,200,7.14,
True,200,6.88,
True,200,6.89,
True,200,6.91,
True,200,7.21,
True,200,6.64,
True,200,7.29,
True,200,7.61,
True,200,7.49,
True,200,7.37,
True,200,7.28,
True,200,7.21,
True,200,7.21,
True,200,7.16,
True,200,9.40,
True,200,9.33,
True,200,9.26,
True,200,9.09,
True,200,15.72,
True,200,8.58,
True,200,8.60,
True,200,8.59,
True,200,7.00,
True,200,8.03,
True,200,8.12,
True,200,8.36,
True,200,8.06,
True,200,8.52,
True,200,8.07,
True,200,8.05,
True,200,16.26,
True,200,7.67,
True,200,7.56,
True,200,15.28,
True,200,3.12,
True,200,3.29,
True,200,3.18,
True,200,11.74,
True,200,7.96,
True,200,7.19,
True,200,7.98,
True,200,7.70,
True,200,7.79,
True,200,7.73,
True,200,7.61,
True,200,15.51,
True,200,15.40,
True,200,9.08,
True,200,9.00,
True,200,8.24,
True,200,8.32,
True,200,8.68,
True,200,8.81,
True,200,13.22,
True,200,13.14,
True,200,6.70,
True,200,6.68,
True,200,6.54,
True,200,6.92,
True,200,6.90,
True,200,7.23,
True,200,8.15,
True,200,7.88,
True,200,6.92,
True,200,6.62,
True,200,6.59,
True,200,7.88,
True,200,7.58,
True,200,7.11,
True,200,6.93,
True,200,13.94,
True,200,9.93,
True,200,9.87,
True,200,9.76,
True,200,9.48,
True,200,9.36,
True,200,7.25,
True,200,7.27,
True,200,7.03,
True,200,7.22,
True,200,7.19,
True,200,7.10,
True,200,7.10,
True,200,7.11,
True,200,6.94,
True,200,7.20,
True,200,25.83,
True,200,7.00,
True,200,6.90,
True,200,7.00,
True,200,7.04,
True,200,7.04,
True,200,4.21,
True,200,4.31,
True,200,4.24,
True,200,4.36,
True,200,8.58,
True,200,12.55,
True,200,7.73,
True,200,15.14,
True,200,14.28,
True,200,5.73,
True,200,8.19,
True,200,8.29,
True,200,18.56,
True,200,12.23,
True,200,12.78,
True,200,12.02,
True,200,7.15,
True,200,6.53,
True,200,16.21,
True,200,7.50,
True,200,7.55,
True,200,7.60,
True,200,7.59,
True,200,7.58,
True,200,7.83,
True,200,14.39,
True,200,7.18,
True,200,7.68,
True,200,7.66,
True,200,7.63,
True,200,7.72,
True,200,7.93,
True,200,7.74,
True,200,7.43,
True,200,7.26,
True,200,7.28,
True,200,7.71,
True,200,6.56,
True,200,6.55,
True,200,12.31,
True,200,18.15,
True,200,6.63,
True,200,6.50,
True,200,6.44,
True,200,6.49,
True,200,6.47,
True,200,6.42,
True,200,6.21,
True,200,6.46,
True,200,7.09,
True,200,6.89,
True,200,13.65,
True,200,13.56,
True,200,6.64,
True,200,7.79,
True,200,7.76,
True,200,7.81,
True,200,7.57,
True,200,7.61,
True,200,7.60,
True,200,7.61,
True,200,7.47,
True,200,7.46,
True,200,7.45,
True,200,7.36,
True,200,7.34,
True,200,12.84,
True,200,12.89,
True,200,6.41,
True,200,6.99,
True,200,6.44,
True,200,6.43,
True,200,6.31,
True,200,6.75,
True,200,6.80,
True,200,6.83,
True,200,6.83,
True,200,6.80,
True,200,6.80,
True,200,6.89,
True,200,6.46,
True,200,7.11,
True,200,7.82,
True,200,15.87,
True,200,7.13,
True,200,14.69,
True,200,14.38,
True,200,9.35,
True,200,9.64,
True,200,9.40,
True,200,9.27,
True,200,15.51,
True,200,9.31,
True,200,9.53,
True,200,9.13,
True,200,9.48,
True,200,9.99,
True,200,6.55,
True,200,6.46,
True,200,6.46,
True,200,6.38,
True,200,6.38,
True,200,6.37,
True,200,6.41,
True,200,6.32,
True,200,13.29,
True,200,6.19,
True,200,6.17,
True,200,6.16,
True,200,6.27,
True,200,6.08,
True,200,6.08,
True,200,9.68,
True,200,3.53,
True,200,9.00,
True,200,11.19,
True,200,7.27,
True,200,8.01,
True,200,5.01,
True,200,8.14,
True,200,8.21,
True,200,8.63,
True,200,8.81,
True,200,8.76,
True,200,16.90,
True,200,9.18,
True,200,9.14,
True,200,10.82,
True,200,7.05,
True,200,6.74,
True,200,6.91,
True,200,14.20,
True,200,7.10,
True,200,6.05,
True,200,7.47,
True,200,11.87,
True,200,7.18,
True,200,6.48,
True,200,6.43,
True,200,8.25,
True,200,6.53,
True,200,14.59,
True,200,8.29,
True,200,8.39,
True,200,6.10,
True,200,5.70,
True,200,6.87,
True,200,12.53,
True,200,7.45,
True,200,7.37,
True,200,8.72,
True,200,8.60,
True,200,6.54,
True,200,6.61,
True,200,8.13,
True,200,8.36,
True,200,8.50,
True,200,6.72,
True,200,7.86,
True,200,8.23,
True,200,12.34,
True,200,5.90,
True,200,6.09,
True,200,8.58,
True,200,7.87,
True,200,8.11,
True,200,8.12,
True,200,8.34,
True,200,12.57,
True,200,12.05,
True,200,12.28,
True,200,13.03,
True,200,12.62,
True,200,12.37,
True,200,12.25,
True,200,12.56,
True,200,12.42,
True,200,11.90,
True,200,11.79,
True,200,11.79,
True,200,24.14,
True,200,16.78,
True,200,11.30,
True,200,16.38,
True,200,10.73,
True,200,11.28,
True,200,11.19,
True,200,11.19,
True,200,10.36,
True,200,10.02,
True,200,9.88,
True,200,9.91,
True,200,10.25,
True,200,15.20,
True,200,7.66,
True,200,14.42,
True,200,13.92,
True,200,13.89,
True,200,13.80,
True,200,5.19,
True,200,5.13,
True,200,5.59,
True,200,5.61,
True,200,5.61,
True,200,5.58,
True,200,5.59,
True,200,5.55,
True,200,5.34,
